,Unnamed: 0,Name,Games Played,MIN,PTS,3P%,FT%,OREB,DREB,AST,STL,BLK,Age,Birth_Place,Birthdate,Collage,Experience,Height,Pos,Team,Weight,BMI,url,id
203,203,Jared Sullinger,58,1566,770,28.3,74.4,147,294,134,44,42,23.0,us,"March 4, 1992",Ohio State University,2,202.5,PF,BOS,117.0,28.53223594,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jared-sullinger/jared-sullinger.png,203
204,204,Jarnell Stokes,19,126,57,0.0,53.6,16,18,4,5,5,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jarnell-stokes/jarnell-stokes.png,204
205,205,Jarrett Jack,80,2241,957,26.7,88.1,19,226,373,75,13,32.0,us,"October 28, 1983",Georgia Institute of Technology,9,187.5,PG,NJN,90.0,25.6,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jarrett-jack/jarrett-jack.png,205
206,206,Jason Maxiell,61,878,203,0.0,57.7,86,117,19,18,44,32.0,us,"February 18, 1983",University of Cincinnati,9,197.5,PF,CHA,117.0,29.99519308,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jason-maxiell/jason-maxiell.png,206
207,207,Jason Richardson,19,416,172,32.3,77.3,13,53,38,13,3,34.0,us,"January 20, 1981",Michigan State University,12,195.0,SG,PHI,99.0,26.03550296,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jason-richardson/jason-richardson.png,207
208,208,Jason Smith,82,1785,656,35.7,83.0,98,226,140,32,44,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jason-smith/jason-smith.png,208
209,209,Jason Terry,77,1641,541,39.0,81.3,15,106,147,66,19,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jason-terry/jason-terry.png,209
210,210,Jason Thompson,81,1991,491,0.0,62.2,139,391,85,33,57,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jason-thompson/jason-thompson.png,210
211,211,JaVale McGee,23,256,106,0.0,66.7,18,43,3,2,20,27.0,us,"January 19, 1988","University of Nevada, Reno",6,210.0,C,PHI,121.5,27.55102041,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/javale-mcgee/javale-mcgee.png,211
212,212,Jeff Adrien,17,215,60,0.0,57.9,23,54,15,4,9,29.0,us,"February 10, 1986",University of Connecticut,4,197.5,PF,MIN,110.25,28.26470117,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeff-adrien/jeff-adrien.png,212
213,213,Jeff Ayres,51,383,137,0.0,75.0,37,80,14,8,8,28.0,us,"April 29, 1987",Arizona State University,4,202.5,PF,SAS,108.0,26.33744856,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeff-ayres/jeff-ayres.png,213
214,214,Jeff Green,78,2455,1168,33.2,83.3,64,264,134,53,34,29.0,us,"August 28, 1986",Georgetown University,6,202.5,SF,MEM,105.75,25.78875171,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeff-green/jeff-green.png,214
215,215,Jeff Teague,73,2228,1162,34.3,86.2,30,154,513,125,31,27.0,us,"June 10, 1988",Wake Forest University,5,185.0,PG,ATL,83.7,24.45580716,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeff-teague/jeff-teague.png,215
216,216,Jeff Withey,37,259,98,0.0,68.0,23,41,11,4,18,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeff-withey/jeff-withey.png,216
217,217,Jeffery Taylor,29,430,127,30.6,63.4,14,39,22,12,1,26.0,se,"May 23, 1989",Vanderbilt University,2,197.5,SF,CHA,101.25,25.95737863,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeffery-taylor/jeffery-taylor.png,217
218,218,Jerami Grant,65,1377,411,31.4,59.1,49,149,79,40,68,21.0,us,"March 12, 1994",Syracuse University,R,200.0,SF,PHI,94.5,23.625,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jerami-grant/jerami-grant.png,218
219,219,Jerel McNeal,6,36,9,50.0,100.0,0,3,2,3,1,28.0,us,"June 1, 1987",Marquette University,R,187.5,PG,PHO,90.0,25.6,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jerel-mcneal/jerel-mcneal.png,219
220,220,Jeremy Evans,38,266,90,40.0,82.8,26,45,13,11,12,28.0,us,"October 24, 1987",Western Kentucky University,4,202.5,SF,UTA,90.0,21.9478738,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeremy-evans/jeremy-evans.png,220
221,221,Jeremy Lamb,47,633,295,34.2,89.1,8,99,44,21,6,23.0,us,"May 30, 1992",University of Connecticut,2,192.5,SG,OKC,83.25,22.46584584,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeremy-lamb/jeremy-lamb.png,221
222,222,Jeremy Lin,74,1907,832,36.9,79.5,26,170,339,82,32,27.0,us,"August 23, 1988",Harvard University,4,187.5,PG,LAL,90.0,25.6,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jeremy-lin/jeremy-lin.png,222
223,223,Jerome Jordan,44,383,138,0.0,86.4,52,53,13,8,15,29.0,jm,"September 29, 1986",University of Tulsa,1,210.0,C,NJN,113.85,25.81632653,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jerome-jordan/jerome-jordan.png,223
224,224,Jerrelle Benimon,2,3,0,0.0,0.0,1,2,0,0,0,24.0,us,"August 1, 1991",Towson University,R,200.0,PF,UTA,110.25,27.5625,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jerrelle-benimon/jerrelle-benimon.png,224
225,225,Jerryd Bayless,77,1717,598,30.8,88.3,22,189,233,59,12,27.0,us,"August 20, 1988",University of Arizona,6,187.5,PG,MIL,90.0,25.6,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jerryd-bayless/jerryd-bayless.png,225
226,226,Jimmer Fredette,50,509,178,18.8,95.6,8,32,58,15,2,26.0,us,"February 25, 1989",Brigham Young University,3,185.0,PG,NOH,87.75,25.63915267,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jimmer-fredette/jimmer-fredette.png,226
227,227,Jimmy Butler,65,2513,1301,37.8,83.4,114,265,212,114,36,26.0,us,"September 14, 1989",Marquette University,3,197.5,SG,CHI,99.0,25.38054799,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jimmy-butler/jimmy-butler.png,227
228,228,JJ Hickson,73,1411,552,0.0,57.7,150,302,57,36,35,27.0,us,"September 4, 1988",North Carolina State University,6,202.5,C,DEN,108.9,26.5569273,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jj-hickson/jj-hickson.png,228
229,229,JJ Redick,78,2409,1277,43.7,90.1,22,145,137,39,8,31.0,us,"June 24, 1984",Duke University,8,190.0,SG,LAC,85.5,23.68421053,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jj-redick/jj-redick.png,229
230,230,Joakim Noah,67,2049,485,0.0,60.3,219,427,312,48,74,30.0,us,"February 25, 1985",University of Florida,7,207.5,C,CHI,103.5,24.03832196,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joakim-noah/joakim-noah.png,230
231,231,Jodie Meeks,60,1462,663,34.9,90.6,12,92,79,59,6,28.0,us,"August 21, 1987",University of Kentucky,5,190.0,SG,DET,94.5,26.17728532,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jodie-meeks/jodie-meeks.png,231
232,232,Joe Harris,51,493,136,36.9,60.0,7,34,26,7,2,24.0,us,"September 7, 1991",University of Virginia,R,195.0,SG,CLE,98.55,25.91715976,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joe-harris/joe-harris.png,232
233,233,Joe Ingles,79,1673,396,35.6,75.0,22,153,182,72,10,28.0,au,"October 2, 1987",,R,200.0,SF,UTA,101.7,25.425,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joe-ingles/joe-ingles.png,233
234,234,Joe Johnson,80,2791,1154,35.9,80.1,53,331,292,59,14,34.0,us,"June 29, 1981",University of Arkansas,13,197.5,SG,NJN,108.0,27.68787053,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joe-johnson/joe-johnson.png,234
235,235,Joel Anthony,49,406,87,0.0,68.2,32,61,5,12,49,33.0,ca,"August 9, 1982","University of Nevada, Las Vegas",7,202.5,C,DET,110.25,26.8861454,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joel-anthony/joel-anthony.png,235
236,236,Joel Freeland,48,617,169,0.0,84.0,62,129,16,9,23,28.0,gb,"February 7, 1987",,2,205.0,C,POR,112.5,26.76977989,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joel-freeland/joel-freeland.png,236
237,237,Joey Dorsey,69,854,184,0.0,28.9,103,176,25,40,25,32.0,us,"December 16, 1983",University of Memphis,3,200.0,PF,HOU,120.6,30.15,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joey-dorsey/joey-dorsey.png,237
238,238,Joffrey Lauvergne,24,268,93,18.8,64.3,27,50,13,8,10,24.0,fr,"September 30, 1991",,R,207.5,C,DEN,99.0,22.99317753,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/joffrey-lauvergne/joffrey-lauvergne.png,238
239,239,John Henson,67,1228,470,0.0,56.9,124,188,59,28,135,25.0,us,"December 28, 1990",University of North Carolina,2,207.5,C,MIL,103.05,23.93380752,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/john-henson/john-henson.png,239
240,240,John Jenkins,24,297,135,40.4,84.2,2,37,13,10,0,24.0,us,"March 6, 1991",Vanderbilt University,2,190.0,SG,ATL,96.75,26.80055402,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/john-jenkins/john-jenkins.png,240
241,241,John Lucas III,21,272,98,31.0,100.0,4,12,60,8,0,33.0,us,"November 21, 1982",Oklahoma State University,6,177.5,PG,DET,74.7,23.70958143,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/john-lucas-iii/john-lucas-iii.png,241
242,242,John Salmons,21,270,42,30.8,50.0,4,17,13,9,4,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/john-salmons/john-salmons.png,242
243,243,John Wall,79,2837,1387,30.0,78.5,36,330,792,138,45,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/john-wall/john-wall.png,243
244,244,Johnny O'Bryant III,34,368,100,0.0,44.4,26,38,17,5,4,22.0,us,"June 1, 1993",Louisiana State University,R,202.5,PF,MIL,115.65,28.20301783,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/johnny-o'bryant-iii/johnny-o'bryant-iii.png,244
245,245,Jon Leuer,63,824,286,24.1,62.7,50,157,46,17,9,26.0,us,"May 14, 1989",University of Wisconsin,3,205.0,PF,MEM,102.6,24.41403926,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jon-leuer/jon-leuer.png,245
246,246,Jonas Jerebko,75,1230,448,38.6,84.8,93,189,71,46,18,28.0,se,"March 2, 1987",,4,205.0,PF,DET,103.95,24.73527662,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jonas-jerebko/jonas-jerebko.png,246
247,247,Jonas Valanciunas,80,2096,963,0.0,78.6,215,478,39,33,95,23.0,lt,"May 6, 1992",,2,210.0,C,TOR,119.25,27.04081633,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jonas-valanciunas/jonas-valanciunas.png,247
248,248,Jordan Adams,30,248,94,40.0,60.9,9,19,16,16,7,21.0,us,"July 8, 1994","University of California, Los Angeles",R,192.5,SG,MEM,94.05,25.38033395,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jordan-adams/jordan-adams.png,248
249,249,Jordan Clarkson,59,1476,703,31.4,82.9,56,135,206,51,12,23.0,us,"June 7, 1992",University of Missouri,R,192.5,PG,LAL,87.3,23.55877888,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jordan-clarkson/jordan-clarkson.png,249
250,250,Jordan Farmar,36,529,167,36.1,90.9,8,34,67,20,5,29.0,us,"November 30, 1986","University of California, Los Angeles",7,185.0,PG,LAC,81.0,23.66691015,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jordan-farmar/jordan-farmar.png,250
251,251,Jordan Hamilton,14,122,38,47.6,0.0,2,14,7,2,0,25.0,us,"October 6, 1990",University of Texas at Austin,3,197.5,SF,LAC,99.0,25.38054799,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jordan-hamilton/jordan-hamilton.png,251
252,252,Jordan Hill,70,1874,841,27.3,73.8,174,382,103,34,52,28.0,us,"July 27, 1987",University of Arizona,5,205.0,C,LAL,105.75,25.1635931,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jordan-hill/jordan-hill.png,252
253,253,Jorge Gutierrez,20,174,53,0.0,69.2,5,20,22,6,0,27.0,mx,"December 27, 1988",University of California,1,187.5,PG,MIL,85.95,24.448,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jorge-gutierrez/jorge-gutierrez.png,253
254,254,Jose Calderon,42,1270,382,41.5,90.6,19,105,198,31,0,34.0,es,"September 28, 1981",,9,187.5,PG,NYK,90.0,25.6,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jose-calderon/jose-calderon.png,254
255,255,Josh McRoberts,17,296,72,42.1,61.5,7,38,33,12,3,28.0,us,"February 28, 1987",Duke University,7,205.0,PF,MIA,108.0,25.6989887,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/josh-mcroberts/josh-mcroberts.png,255
256,256,Josh Smith,83,2301,1027,31.6,49.8,152,378,277,87,116,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/josh-smith/josh-smith.png,256
257,257,JR Smith,70,2079,847,38.3,75.0,30,188,195,82,22,30.0,us,"September 9, 1985",,10,195.0,SG,NYK,101.25,26.62721893,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jr-smith/jr-smith.png,257
258,258,Jrue Holiday,40,1303,592,37.8,85.5,32,103,274,63,23,25.0,us,"June 12, 1990","University of California, Los Angeles",5,190.0,PG,NOH,92.25,25.55401662,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jrue-holiday/jrue-holiday.png,258
259,259,Julius Randle,1,14,2,0.0,0.0,0,0,0,0,0,21.0,us,"November 29, 1994",University of Kentucky,R,202.5,PF,LAL,112.5,27.43484225,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/julius-randle/julius-randle.png,259
260,260,Justin Hamilton,41,713,219,32.3,83.0,57,77,36,27,30,25.0,us,"April 1, 1990",Louisiana State University,1,210.0,C,MIN,117.0,26.53061224,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/justin-hamilton/justin-hamilton.png,260
261,261,Justin Holiday,59,657,254,32.1,82.2,12,61,48,40,12,26.0,us,"April 5, 1989",University of Washington,1,195.0,SG,GSW,83.25,21.89349112,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/justin-holiday/justin-holiday.png,261
262,262,Jusuf Nurkic,62,1103,426,0.0,63.6,125,257,50,52,68,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/jusuf-nurkic/jusuf-nurkic.png,262
263,263,Kalin Lucas,1,6,0,0.0,0.0,0,0,0,1,0,26.0,us,"May 24, 1989",Michigan State University,R,182.5,PG,MEM,87.75,26.34640646,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kalin-lucas/kalin-lucas.png,263
264,264,Kawhi Leonard,64,2033,1057,34.9,80.2,85,376,161,148,48,24.0,us,"June 29, 1991",San Diego State University,3,197.5,SF,SAS,103.5,26.53420926,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kawhi-leonard/kawhi-leonard.png,264
265,265,Kelly Olynyk,64,1424,656,34.9,68.4,92,211,109,64,39,24.0,ca,"April 19, 1991",Gonzaga University,1,210.0,C,BOS,107.1,24.28571429,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kelly-olynyk/kelly-olynyk.png,265
266,266,Kemba Walker,62,2119,1075,30.4,82.7,35,185,318,89,31,25.0,us,"May 8, 1990",University of Connecticut,3,182.5,PG,CHA,77.4,23.23888159,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kemba-walker/kemba-walker.png,266
267,267,Kendall Marshall,28,417,118,39.1,88.9,2,26,86,21,0,24.0,us,"August 19, 1991",University of North Carolina,2,190.0,PG,MIL,90.0,24.93074792,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kendall-marshall/kendall-marshall.png,267
268,268,Kendrick Perkins,68,1148,246,0.0,50.6,91,229,51,16,42,31.0,us,"November 10, 1984",,11,205.0,C,OKC,121.5,28.91136228,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kendrick-perkins/kendrick-perkins.png,268
269,269,Kenneth Faried,75,2086,946,12.5,69.1,242,426,89,62,57,26.0,us,"November 19, 1989",Morehead State University,3,200.0,PF,DEN,102.6,25.65,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kenneth-faried/kenneth-faried.png,269
270,270,Kent Bazemore,75,1324,390,36.4,60.0,21,201,78,52,33,26.0,us,"July 1, 1989",Old Dominion University,2,192.5,SG,ATL,90.45,24.40883792,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kent-bazemore/kent-bazemore.png,270
271,271,Kentavious Caldwell-Pope,82,2587,1043,34.5,69.6,46,209,109,93,18,22.0,us,"February 18, 1993",University of Georgia,1,192.5,SG,DET,92.25,24.89458593,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kentavious-caldwell-pope/kentavious-caldwell-pope.png,271
272,272,Kenyon Martin,11,104,20,0.0,100.0,6,13,5,5,6,38.0,us,"December 30, 1977",University of Cincinnati,14,202.5,PF,MIL,105.3,25.67901235,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kenyon-martin/kenyon-martin.png,272
273,273,Kevin Durant,27,913,686,40.3,85.4,16,162,110,24,25,27.0,us,"September 29, 1988",University of Texas at Austin,7,202.5,SF,OKC,108.0,26.33744856,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kevin-durant/kevin-durant.png,273
274,274,Kevin Garnett,47,952,323,14.3,80.0,48,263,77,46,17,39.0,us,"May 19, 1976",,19,207.5,PF,MIN,108.0,25.0834664,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kevin-garnett/kevin-garnett.png,274
275,275,Kevin Love,75,2532,1228,36.7,80.4,142,589,168,51,39,27.0,us,"September 7, 1988","University of California, Los Angeles",6,205.0,PF,CLE,112.95,26.87685901,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kevin-love/kevin-love.png,275
276,276,Kevin Martin,39,1302,779,39.3,88.1,19,123,89,33,1,32.0,us,"February 1, 1983",Western Carolina University,10,197.5,SG,MIN,89.55,22.95785932,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kevin-martin/kevin-martin.png,276
277,277,Kevin Seraphin,79,1235,520,0.0,70.7,87,201,59,10,59,26.0,gf,"December 7, 1989",,4,202.5,C,WAS,128.25,31.27572016,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kevin-seraphin/kevin-seraphin.png,277
278,278,Khris Middleton,79,2378,1055,40.7,85.9,48,299,182,122,11,24.0,us,"August 12, 1991",Texas A&M University,2,200.0,SF,MIL,105.3,26.325,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/khris-middleton/khris-middleton.png,278
279,279,Kirk Hinrich,66,1610,377,34.5,70.0,20,101,148,46,14,34.0,us,"January 2, 1981",University of Kansas,11,190.0,SG,CHI,85.5,23.68421053,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kirk-hinrich/kirk-hinrich.png,279
280,280,KJ McDaniels,62,1352,487,28.7,75.2,65,135,72,44,70,22.0,us,"February 9, 1993",Clemson University,R,195.0,SG,PHI,92.25,24.26035503,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kj-mcdaniels/kj-mcdaniels.png,280
281,281,Klay Thompson,77,2455,1668,43.9,87.9,27,220,222,87,60,25.0,us,"February 8, 1990",Washington State University,3,197.5,SG,GSW,96.75,24.80371735,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/klay-thompson/klay-thompson.png,281
282,282,Kobe Bryant,35,1207,782,29.3,81.3,26,173,197,47,7,37.0,us,"August 23, 1978",,18,195.0,SG,LAL,95.4,25.0887574,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kobe-bryant/kobe-bryant.png,282
283,283,Kosta Koufos,81,1348,419,0.0,64.7,121,305,37,29,63,26.0,us,"February 24, 1989",Ohio State University,6,210.0,C,MEM,119.25,27.04081633,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kosta-koufos/kosta-koufos.png,283
284,284,Kostas Papanikolaou,43,795,182,29.2,72.2,39,79,85,29,13,25.0,gr,"July 31, 1990",,R,200.0,SF,HOU,101.25,25.3125,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kostas-papanikolaou/kostas-papanikolaou.png,284
285,285,Kris Humphries,64,1345,509,0.0,74.4,118,298,57,34,25,30.0,us,"February 6, 1985",University of Minnesota,10,202.5,PF,WAS,105.75,25.78875171,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kris-humphries/kris-humphries.png,285
286,286,Kyle Anderson,33,358,74,27.3,64.3,5,67,28,15,7,22.0,us,"September 20, 1993","University of California, Los Angeles",R,202.5,SF,SAS,103.5,25.24005487,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kyle-anderson/kyle-anderson.png,286
287,287,Kyle Korver,75,2418,911,49.2,89.8,15,289,196,52,42,34.0,us,"March 17, 1981",Creighton University,11,197.5,SG,ATL,95.4,24.45761897,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kyle-korver/kyle-korver.png,287
288,288,Kyle Lowry,70,2414,1244,33.8,80.8,54,274,473,109,13,29.0,us,"March 25, 1986",Villanova University,8,182.5,PG,TOR,88.2,26.48151623,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kyle-lowry/kyle-lowry.png,288
289,289,Kyle O'Quinn,51,824,294,27.9,77.2,46,153,59,31,39,25.0,us,"March 26, 1990",Norfolk State University,2,205.0,PF,ORL,112.5,26.76977989,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kyle-o'quinn/kyle-o'quinn.png,289
290,290,Kyle Singler,80,1744,480,39.8,76.9,33,161,85,47,21,27.0,us,"May 4, 1988",Duke University,2,200.0,SF,OKC,102.6,25.65,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kyle-singler/kyle-singler.png,290
291,291,Kyrie Irving,75,2730,1628,41.5,86.3,55,182,389,114,20,23.0,au,"March 23, 1992",Duke University,3,187.5,PG,CLE,86.85,24.704,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/kyrie-irving/kyrie-irving.png,291
292,292,LaMarcus Aldridge,71,2512,1661,35.2,84.5,177,549,124,48,68,30.0,us,"July 19, 1985",University of Texas at Austin,8,207.5,PF,POR,117.0,27.17375526,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lamarcus-aldridge/lamarcus-aldridge.png,292
293,293,Lance Stephenson,61,1573,501,17.1,62.7,39,238,240,38,8,25.0,us,"September 5, 1990",University of Cincinnati,4,192.5,SG,CHA,103.5,27.93051105,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lance-stephenson/lance-stephenson.png,293
294,294,Lance Thomas,62,1491,443,31.8,72.7,65,130,69,37,8,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lance-thomas/lance-thomas.png,294
295,295,Landry Fields,26,216,46,50.0,83.3,10,16,15,11,0,27.0,us,"June 27, 1988",Stanford University,4,197.5,SF,TOR,94.5,24.22688672,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/landry-fields/landry-fields.png,295
296,296,Langston Galloway,45,1457,533,35.2,80.8,37,153,150,52,12,24.0,us,"December 9, 1991",Saint Joseph's University,R,185.0,PG,NYK,90.0,26.29656684,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/langston-galloway/langston-galloway.png,296
297,297,Larry Drew II,12,219,46,15.4,66.7,1,14,45,6,0,25.0,us,"March 5, 1990","University of California, Los Angeles",R,185.0,PG,PHI,81.0,23.66691015,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/larry-drew-ii/larry-drew-ii.png,297
298,298,Larry Sanders,27,586,196,0.0,50.0,67,99,23,26,39,,,,,,,,,,,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/larry-sanders/larry-sanders.png,298
299,299,Lavoy Allen,63,1070,315,0.0,70.2,123,200,73,15,42,26.0,us,"February 4, 1989",Temple University,3,202.5,C,IND,117.0,28.53223594,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lavoy-allen/lavoy-allen.png,299
300,300,Leandro Barbosa,66,982,467,38.4,78.4,23,68,99,41,8,33.0,br,"November 28, 1982",,11,187.5,SG,GSW,87.3,24.832,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/leandro-barbosa/leandro-barbosa.png,300
301,301,LeBron James,69,2493,1743,35.4,71.0,51,365,511,109,49,31.0,us,"December 30, 1984",,11,200.0,SF,CLE,112.5,28.125,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lebron-james/lebron-james.png,301
302,302,Lester Hudson,5,56,18,50.0,75.0,1,7,5,6,1,31.0,us,"August 7, 1984",University of Tennessee at Martin,3,187.5,SG,LAC,85.5,24.32,https://raw.githubusercontent.com/nonameable/extracting_datasets/master/nba_players_and_photos/players/lester-hudson/lester-hudson.png,302
